File ID,File Name,Web View URL,MIME Type,Modified Date,Folder Path
"1qcUhyiYi5awvU5rmtT3sIRjzESIdCqmC","First Call Certification","https://drive.google.com/file/d/1qcUhyiYi5awvU5rmtT3sIRjzESIdCqmC/view?usp=drivesdk","application/vnd.google-apps.shortcut","2025-10-15T17:43:26.796Z","Trainings/1st call Certification"
"1OTAKoxgOvSILDwYb6ev6mzJoVm9EBH8eePk3XL5v_mE","First Call Deck - Agentic Retail","https://docs.google.com/presentation/d/1OTAKoxgOvSILDwYb6ev6mzJoVm9EBH8eePk3XL5v_mE/edit?usp=drivesdk","application/vnd.google-apps.presentation","2026-03-11T15:26:24.468Z","AllyAI Agents"
"1cfV_pMIB3IopA7BUwv_MmnqEWCJdVmpLaw80PBNhgeU","Flywheel comparison","https://docs.google.com/presentation/d/1cfV_pMIB3IopA7BUwv_MmnqEWCJdVmpLaw80PBNhgeU/edit?usp=drivesdk","application/vnd.google-apps.presentation","2023-07-17T17:19:00.966Z","Competitive Intelligence/Legacy Battle Cards & Comparisons (for reference)"
"1rHrAXhAUL47JPp0l2cn2d1NTkW7Q5mQL8dTANoYZ2Ro","Helium10 Comparison","https://docs.google.com/presentation/d/1rHrAXhAUL47JPp0l2cn2d1NTkW7Q5mQL8dTANoYZ2Ro/edit?usp=drivesdk","application/vnd.google-apps.presentation","2024-05-28T19:53:50.269Z","Competitive Intelligence/Legacy Battle Cards & Comparisons (for reference)"
"1fyZMrbW_ubpKl_sUjQ8-A9laMZxjiMhW","Henkel_Winning the Next Wave of Search.pdf","https://drive.google.com/file/d/1fyZMrbW_ubpKl_sUjQ8-A9laMZxjiMhW/view?usp=drivesdk","application/pdf","2025-11-14T03:42:51.683Z","White Papers"
"1yUxycedNputTb3wHDuQF25sRt4FxqN1WG-nQe0TOKnE","Henkel: Winning the next wave of search: How generative AI is reshaping retail","https://docs.google.com/document/d/1yUxycedNputTb3wHDuQF25sRt4FxqN1WG-nQe0TOKnE/edit?usp=drivesdk","application/vnd.google-apps.document","2025-11-14T03:42:34.747Z","White Papers"
"1NTJ0XU3y_hoNzHP-VguvGHbqFGD-hKrIIOX8gJ4eL9Y","ICP 1,2,3 Definitions","https://docs.google.com/presentation/d/1NTJ0XU3y_hoNzHP-VguvGHbqFGD-hKrIIOX8gJ4eL9Y/edit?usp=drivesdk","application/vnd.google-apps.presentation","2025-12-15T17:49:25.409Z","Trainings"
"1JmOOEArkirr9FLw32PRkjjRsiYfBbRVoHV43RNqRKpw","IndustryTrends-TheStateofRetailEcomm-Q3","https://docs.google.com/presentation/d/1JmOOEArkirr9FLw32PRkjjRsiYfBbRVoHV43RNqRKpw/edit?usp=drivesdk","application/vnd.google-apps.presentation","2025-11-20T14:21:50.077Z","Industry Reports"
"1-4Bd88XB4JdRiCEtdG3jXJoe4QW7EwFM","IndustryTrends-TheStateofRetailEcomm-Q3.pdf","https://drive.google.com/file/d/1-4Bd88XB4JdRiCEtdG3jXJoe4QW7EwFM/view?usp=drivesdk","application/pdf","2024-10-31T19:55:15.000Z","Industry Reports"
"1MiXqYL31vf-WD4ckUS2Oj2VPUMFcLcIA","IndustryTrends-TheStateofRetailEcomm-Q3.pptx","https://docs.google.com/presentation/d/1MiXqYL31vf-WD4ckUS2Oj2VPUMFcLcIA/edit?usp=drivesdk&ouid=118049293918336601246&rtpof=true&sd=true","application/vnd.openxmlformats-officedocument.presentationml.presentation","2025-11-19T16:42:25.077Z","Industry Reports"
"1O-miPrCS1KF1uEbQ6JyBRfPZCSv26PMfiCK2n19Gyto","Internal Competitive & Industry Experience SMEs ","https://docs.google.com/spreadsheets/d/1O-miPrCS1KF1uEbQ6JyBRfPZCSv26PMfiCK2n19Gyto/edit?usp=drivesdk","application/vnd.google-apps.spreadsheet","2024-08-29T20:24:32.135Z","Competitive Intelligence"
"1YLmJsIiY_Gdn9v1iN0vdR0bnPcKbnNgZRge8e2yO8Oc","May 2024 - Internal Competitive Update Slides","https://docs.google.com/presentation/d/1YLmJsIiY_Gdn9v1iN0vdR0bnPcKbnNgZRge8e2yO8Oc/edit?usp=drivesdk","application/vnd.google-apps.presentation","2024-05-28T16:33:52.870Z","Competitive Intelligence/Competitive Updates"
"1rA9tZCkZpMBQ8onkwwQEIs3yliAMGMk9fvtptU1UpCs","Media Agent 1-Click Report MBR MoM Example Generic ","https://docs.google.com/presentation/d/1rA9tZCkZpMBQ8onkwwQEIs3yliAMGMk9fvtptU1UpCs/edit?usp=drivesdk","application/vnd.google-apps.presentation","2026-03-02T19:03:23.135Z","AllyAI Agents"
"156Q3rD7XuaJRfdOZt1f8BaY2cSvVJAcazNCQpKDOfjU","Pacvue Commerce","https://docs.google.com/presentation/d/156Q3rD7XuaJRfdOZt1f8BaY2cSvVJAcazNCQpKDOfjU/edit?usp=drivesdk","application/vnd.google-apps.presentation","2024-03-06T01:10:15.738Z","Competitive Intelligence/Legacy Battle Cards & Comparisons (for reference)"
"1dquNJTKdp6uQvWJitTmoyG7vf4VIawMhPkk_lTMHKX0","Pacvue Competitive Battle Card - ESM (Updated Sept 25)","https://docs.google.com/presentation/d/1dquNJTKdp6uQvWJitTmoyG7vf4VIawMhPkk_lTMHKX0/edit?usp=drivesdk","application/vnd.google-apps.presentation","2025-12-11T20:41:24.454Z","Competitive Intelligence/Competitive Battlecards"
"1G1yJXrTDLm8YRpTIGeSPZ__c_9FNVDI0q6NpV-73FoE","Pacvue RMM Comparison","https://docs.google.com/presentation/d/1G1yJXrTDLm8YRpTIGeSPZ__c_9FNVDI0q6NpV-73FoE/edit?usp=drivesdk","application/vnd.google-apps.presentation","2024-03-06T01:10:38.934Z","Competitive Intelligence/Legacy Battle Cards & Comparisons (for reference)"
"1aki5EOsdd192s0sG4iDB5ugyZP1ES9e4","Product Box: AllyAI Media Agent & Services.docx","https://docs.google.com/document/d/1aki5EOsdd192s0sG4iDB5ugyZP1ES9e4/edit?usp=drivesdk&ouid=118049293918336601246&rtpof=true&sd=true","application/vnd.openxmlformats-officedocument.wordprocessingml.document","2026-03-11T16:55:31.466Z","AllyAI Agents/Media Agent"
"1GKR5i2wDDEBKIzuGGhx8R3Joqka6qV2GAAqh2JzOKlw","Product Box: AllyAI SalesAgent & Services","https://docs.google.com/document/d/1GKR5i2wDDEBKIzuGGhx8R3Joqka6qV2GAAqh2JzOKlw/edit?usp=drivesdk","application/vnd.google-apps.document","2026-03-05T19:46:31.757Z","AllyAI Agents/Sales Agent"
"1fOQ1xZG1lxsJ-lhCAXnWBFYNh4FsELJB_fcEMCOdRmU","Product Box: Content Agent","https://docs.google.com/document/d/1fOQ1xZG1lxsJ-lhCAXnWBFYNh4FsELJB_fcEMCOdRmU/edit?usp=drivesdk","application/vnd.google-apps.document","2026-03-02T21:57:26.166Z","AllyAI Agents/Content Agent"
"1az4xXzI0P9ZEkA8hYegZlJ6sDRBS_1_JJZntf0DK1DI","Product Box: Shelf Agent","https://docs.google.com/document/d/1az4xXzI0P9ZEkA8hYegZlJ6sDRBS_1_JJZntf0DK1DI/edit?usp=drivesdk","application/vnd.google-apps.document","2026-03-05T19:38:43.687Z","AllyAI Agents/Shelf Agent"
"1OLdvvxuSFyc2eeBgmazj8dpf13yogTtqkzPnfOP8hmg","Product Success Plan + Training Deck Internal WIP","https://docs.google.com/presentation/d/1OLdvvxuSFyc2eeBgmazj8dpf13yogTtqkzPnfOP8hmg/edit?usp=drivesdk","application/vnd.google-apps.presentation","2026-01-15T20:12:12.959Z","Trainings/Expert IQ"
"1V07htziv5S_HCcqkQiJO_vELv99-2e7HY_gNTS_ydXg","Profitero Comparison","https://docs.google.com/presentation/d/1V07htziv5S_HCcqkQiJO_vELv99-2e7HY_gNTS_ydXg/edit?usp=drivesdk","application/vnd.google-apps.presentation","2023-10-23T23:55:52.056Z","Competitive Intelligence/Legacy Battle Cards & Comparisons (for reference)"
"1fgf9w5uCSlwhU8eyO69UaSwgayQU_jTw","Profitero Demo of AI PDP Optimization.MOV","https://drive.google.com/file/d/1fgf9w5uCSlwhU8eyO69UaSwgayQU_jTw/view?usp=drivesdk","video/quicktime","2024-05-21T21:06:53.291Z","Competitive Intelligence/Other"
"1MmZXfckXKtO820fWCu3YtL_gKTX_hk72","Profitero Demo of PDP Optimization.MOV","https://drive.google.com/file/d/1MmZXfckXKtO820fWCu3YtL_gKTX_hk72/view?usp=drivesdk","video/quicktime","2024-05-15T20:10:21.754Z","Competitive Intelligence/Other"
"1C-84_-wMXEXQvW5qRhB3CuF5MmVL4gp-CYcr71NCIvM","Quartile - Competitive Overview","https://docs.google.com/document/d/1C-84_-wMXEXQvW5qRhB3CuF5MmVL4gp-CYcr71NCIvM/edit?usp=drivesdk","application/vnd.google-apps.document","2024-06-06T15:56:42.880Z","Competitive Intelligence/Other"
"1VSQuSIaMSTemiQk-3juknVUE4rTmEmMzJF3GDobiqss","Retail Media - Competitive Intelligence","https://docs.google.com/presentation/d/1VSQuSIaMSTemiQk-3juknVUE4rTmEmMzJF3GDobiqss/edit?usp=drivesdk","application/vnd.google-apps.presentation","2024-10-21T23:39:25.335Z","Competitive Intelligence/Competitive Battlecards"
"1mFqLkUQq2lfegCTqKIQA6jacVWre4fwonrLaJ0GwOFg","Shalion Competitive Comparison","https://docs.google.com/document/d/1mFqLkUQq2lfegCTqKIQA6jacVWre4fwonrLaJ0GwOFg/edit?usp=drivesdk","application/vnd.google-apps.document","2024-09-19T03:37:48.106Z","Competitive Intelligence/Other"
"13wWsiBNRTIVucyWrBcIeLgQtC9eu--6YxKpKY1pWmfU","Shelf Agent Training","https://docs.google.com/presentation/d/13wWsiBNRTIVucyWrBcIeLgQtC9eu--6YxKpKY1pWmfU/edit?usp=drivesdk","application/vnd.google-apps.presentation","2026-03-10T15:36:36.697Z","AllyAI Agents/Shelf Agent"
"1gL4Ew9F9-xJRCPEMGrZun6TwJnZXYlu-55rbbJriAM0","Skai Comparison","https://docs.google.com/presentation/d/1gL4Ew9F9-xJRCPEMGrZun6TwJnZXYlu-55rbbJriAM0/edit?usp=drivesdk","application/vnd.google-apps.presentation","2023-07-14T19:09:43.810Z","Competitive Intelligence/Legacy Battle Cards & Comparisons (for reference)"
"144vl17SkkyprH9ywJUZ8O_svpswmzUlEXf3bf3zbhE8","Skai Competitive Battle Card (Updated Sept 2024)","https://docs.google.com/presentation/d/144vl17SkkyprH9ywJUZ8O_svpswmzUlEXf3bf3zbhE8/edit?usp=drivesdk","application/vnd.google-apps.presentation","2024-10-21T23:39:09.919Z","Competitive Intelligence/Competitive Battlecards"
"1loydBk1pPRdeXHN16ASUrkAfd_tu71SuGqeFDoPu35E","Stackline Comparison","https://docs.google.com/presentation/d/1loydBk1pPRdeXHN16ASUrkAfd_tu71SuGqeFDoPu35E/edit?usp=drivesdk","application/vnd.google-apps.presentation","2023-10-25T14:53:19.425Z","Competitive Intelligence/Legacy Battle Cards & Comparisons (for reference)"
"1wBd8aMTqORuzwH4q7CfLqWxliJXMYuv8YbwFRps9Dgg","Stackline Competitive Battle Card (Updated August 2025)","https://docs.google.com/presentation/d/1wBd8aMTqORuzwH4q7CfLqWxliJXMYuv8YbwFRps9Dgg/edit?usp=drivesdk","application/vnd.google-apps.presentation","2026-02-12T18:42:06.291Z","Competitive Intelligence/Competitive Battlecards"
"1MDn7_khrcZmWA84Vr_rP4H-pWsyWZJxcqpWDOBRaL1o","SupplyPike Competitive Battle Card WIP (Updated Oct 2025)","https://docs.google.com/presentation/d/1MDn7_khrcZmWA84Vr_rP4H-pWsyWZJxcqpWDOBRaL1o/edit?usp=drivesdk","application/vnd.google-apps.presentation","2025-10-20T16:54:45.824Z","Competitive Intelligence/Competitive Battlecards"
"16DCsGMLvvzsk7NT5XEGn7rUoetihb5uuGqpZCsgVb8M","Teikametrics Comparison","https://docs.google.com/presentation/d/16DCsGMLvvzsk7NT5XEGn7rUoetihb5uuGqpZCsgVb8M/edit?usp=drivesdk","application/vnd.google-apps.presentation","2023-06-08T05:44:52.326Z","Competitive Intelligence/Legacy Battle Cards & Comparisons (for reference)"
"1qFM6h96qRKPP8zzh5MvSxwlSxnpw1s2qak2wgtFVOvs","Tinuiti Comparison","https://docs.google.com/presentation/d/1qFM6h96qRKPP8zzh5MvSxwlSxnpw1s2qak2wgtFVOvs/edit?usp=drivesdk","application/vnd.google-apps.presentation","2023-06-08T05:42:42.129Z","Competitive Intelligence/Legacy Battle Cards & Comparisons (for reference)"
"11yIo8iI1X2V7s1qDuZki-__d1U9wmAk6wSpafIxiM6s","Tinuiti Competitive Battle Card (Updated Dec 23)","https://docs.google.com/presentation/d/11yIo8iI1X2V7s1qDuZki-__d1U9wmAk6wSpafIxiM6s/edit?usp=drivesdk","application/vnd.google-apps.presentation","2023-12-08T21:37:50.253Z","Competitive Intelligence/Competitive Battlecards"
"1FOqSsMw3gHRRA_Gz29whqQdik3nbRcSy","Training: Agentic Platform Customer Deck","https://drive.google.com/file/d/1FOqSsMw3gHRRA_Gz29whqQdik3nbRcSy/view?usp=drivesdk","application/vnd.google-apps.shortcut","2026-01-12T17:00:09.294Z","AllyAI Agents/Agentic Customer Outreach"
"1UR601x_Vw1Y-A36XWhFcpaMIKhDteelz","video1230745459.mp4","https://drive.google.com/file/d/1UR601x_Vw1Y-A36XWhFcpaMIKhDteelz/view?usp=drivesdk","video/mp4","2025-10-15T17:43:46.114Z","Trainings/1st call Certification"
"1y6pQ_Xej-Ayrnvyv82kZ5GRRCdMXIq40p6j2TZDWrX4","Winning the next wave of search_How gen AI is reshaping retail_v1.1","https://docs.google.com/document/d/1y6pQ_Xej-Ayrnvyv82kZ5GRRCdMXIq40p6j2TZDWrX4/edit?usp=drivesdk","application/vnd.google-apps.document","2025-11-28T19:51:54.322Z","White Papers"
"1vT2WjqX8X0iIIGDzk67ioyz8JRIRxhAL","Winning the next wave of search_How gen AI is reshaping retail_v1.1.pdf","https://drive.google.com/file/d/1vT2WjqX8X0iIIGDzk67ioyz8JRIRxhAL/view?usp=drivesdk","application/pdf","2025-11-19T18:30:43.575Z","White Papers"
"1_8wPJxuSvHwgP6Zh6aYHg2Iyg3954zH941i-3wap9qY","Winning the next wave of search: How generative AI is reshaping retail_v1.1","https://docs.google.com/document/d/1_8wPJxuSvHwgP6Zh6aYHg2Iyg3954zH941i-3wap9qY/edit?usp=drivesdk","application/vnd.google-apps.document","2025-11-19T18:28:07.673Z","White Papers"
